Loan_ID,Gender,Married,Dependents,Education,Employment_Sector,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Credit_Score,State,Bumi_Status,LPPSA_Eligible,Property_Type,Margin,Financing_Type,Interest_Rate,DSR,NDI,Years_Employed,Loan_Status
LPtest2850,Male,No,0,Graduate,Private,4928,0,225000.0,360,0.0,Urban,635,Kuala Lumpur,Yes,No,Townhouse,90,Conventional,4.56,54.25,2528.62,8,Y
LPtest2851,Female,Yes,1,Not Graduate,Private,3271,2590,274204.0,360,1.0,Urban,823,Kuala Lumpur,No,No,Apartment,85,Conventional,4.73,42.76,3660.69,5,Y
LPtest2852,Male,Yes,1,Graduate,Private,10201,0,576071.0,360,0.0,Rural,645,Johor,Yes,No,Condominium,90,Conventional,4.59,59.58,4814.94,15,N
LPtest2853,Female,Yes,2,Graduate,Private,5116,2608,507932.0,360,1.0,Urban,755,Selangor,Yes,No,Bungalow,85,Islamic,4.49,55.44,4081.87,5,Y
LPtest2854,Male,No,0,Graduate,Private,4453,0,225000.0,360,0.0,Urban,618,Negeri Sembilan,Yes,No,Semi-D,90,Islamic,4.66,81.58,1080.71,9,N
LPtest2855,Male,No,0,Graduate,Private,7613,0,472891.0,360,0.0,Urban,486,Selangor,No,No,Townhouse,85,Islamic,4.59,80.14,2079.33,15,N
LPtest2856,Male,No,0,Not Graduate,Private,2000,0,200000.0,360,1.0,Rural,685,Selangor,Yes,No,Apartment,80,Islamic,4.62,93.62,364.08,2,N
LPtest2857,Female,No,0,Graduate,Private,6252,0,212500.0,360,1.0,Semiurban,670,Penang,Yes,No,Terrace,85,Islamic,4.32,57.27,2960.26,12,Y
LPtest2858,Female,No,0,Graduate,Private,4171,0,225000.0,360,0.0,Urban,634,Penang,Yes,No,Townhouse,90,Islamic,4.78,63.66,1760.25,14,N
LPtest2859,Male,No,0,Not Graduate,Private,2923,0,225000.0,360,1.0,Semiurban,746,Selangor,Yes,No,Condominium,90,Islamic,4.28,77.08,981.31,4,N
LPtest2860,Female,No,0,Graduate,Private,3084,0,232932.0,360,1.0,Rural,792,Kuala Lumpur,Yes,No,Bungalow,85,Islamic,4.58,76.95,991.69,2,N
LPtest2861,Female,No,0,Graduate,Private,5520,0,212500.0,360,0.0,Semiurban,640,Penang,Yes,No,Townhouse,85,Islamic,4.37,46.73,3223.12,8,N
LPtest2862,Male,Yes,2,Graduate,Private,5331,0,267737.0,360,0.0,Rural,587,Kedah,Yes,No,Bungalow,90,Conventional,4.74,76.61,1543.98,11,N
LPtest2863,Female,No,0,Graduate,Private,3291,0,242029.0,360,1.0,Semiurban,788,Kedah,Yes,No,Condominium,90,Conventional,4.18,60.35,1653.95,3,Y
LPtest2864,Female,No,0,Not Graduate,Private,3009,0,225000.0,360,1.0,Rural,812,Selangor,No,No,Semi-D,90,Islamic,4.23,64.66,1381.3,3,Y
LPtest2865,Female,No,0,Graduate,Private,3926,0,200000.0,360,1.0,Rural,807,Kuala Lumpur,Yes,No,Bungalow,80,Conventional,4.23,43.18,2513.31,6,Y
LPtest2866,Female,Yes,2,Graduate,Private,6039,6004,1004660.0,360,1.0,Urban,698,Johor,No,No,Condominium,90,Conventional,4.43,95.9,1794.63,13,N
LPtest2867,Male,No,0,Graduate,Private,8654,0,522321.0,360,1.0,Rural,818,Penang,Yes,No,Bungalow,90,Islamic,4.78,63.71,3707.5,15,Y
LPtest2868,Female,No,0,Graduate,Private,6322,0,225550.0,360,1.0,Semiurban,717,Kuala Lumpur,Yes,No,Apartment,90,Conventional,4.8,50.34,3381.99,14,Y
LPtest2869,Male,No,1,Graduate,Private,10304,0,855820.0,360,1.0,Semiurban,689,Johor,Yes,No,Bungalow,90,Islamic,4.22,85.67,2690.45,15,N
LPtest2870,Female,No,0,Graduate,Private,4709,0,340884.0,360,1.0,Urban,850,Johor,No,No,Terrace,90,Islamic,4.75,72.65,1664.31,15,Y
LPtest2871,Male,Yes,3+,Graduate,Private,3995,2923,287506.0,360,1.0,Semiurban,792,Penang,Yes,No,Bungalow,90,Islamic,4.56,48.61,3905.05,7,Y
LPtest2872,Male,Yes,2,Graduate,Private,4082,2034,239757.0,360,1.0,Urban,720,Pahang,Yes,No,Bungalow,90,Conventional,4.56,71.47,2036.87,8,Y
LPtest2873,Male,No,0,Graduate,Private,3211,0,225000.0,360,1.0,Rural,676,Penang,No,No,Terrace,90,Islamic,4.36,69.47,1281.2,10,Y
LPtest2874,Female,Yes,1,Graduate,Private,5273,0,454341.0,360,1.0,Urban,678,Kuala Lumpur,Yes,No,Condominium,90,Islamic,4.71,97.14,663.19,8,N
LPtest2875,Male,No,0,Graduate,Private,2000,0,225000.0,360,1.0,Urban,827,Kedah,No,No,Terrace,90,Conventional,4.42,94.17,409.36,2,N
LPtest2876,Female,No,0,Graduate,Private,3816,0,225000.0,360,0.6921212121212121,Semiurban,814,Melaka,Yes,No,Condominium,90,Islamic,4.11,51.73,2175.78,4,Y
LPtest2877,Male,Yes,2,Graduate,Private,3699,1938,225000.0,360,1.0,Rural,721,Johor,No,No,Terrace,90,Conventional,4.57,55.97,2754.49,5,Y
LPtest2878,Male,No,0,Graduate,Private,5436,0,338121.0,360,0.0,Semiurban,605,Kuala Lumpur,Yes,No,Condominium,90,Conventional,4.15,67.29,2271.79,11,N
LPtest2879,Female,Yes,1,Graduate,Private,7149,4114,962765.0,360,0.0,Semiurban,552,Kuala Lumpur,Yes,No,Condominium,90,Conventional,4.32,91.42,2276.4,7,Y
LPtest2880,Female,Yes,0,Graduate,Private,8639,5175,616275.0,360,1.0,Urban,651,Selangor,Yes,No,Condominium,85,Conventional,4.51,52.6,7316.5,11,Y
LPtest2881,Female,No,0,Not Graduate,Private,2149,0,225000.0,360,1.0,Rural,839,Perak,Yes,No,Condominium,90,Islamic,4.56,87.01,553.29,11,N
LPtest2882,Male,Yes,2,Not Graduate,Private,2000,1500,225000.0,360,1.0,Rural,773,Kuala Lumpur,No,No,Townhouse,90,Conventional,4.67,62.55,1570.05,4,N
LPtest2883,Female,No,0,Graduate,Private,5220,0,447516.0,360,0.0,Rural,695,Kuala Lumpur,Yes,No,Terrace,90,Islamic,4.54,85.84,1289.86,7,N
LPtest2884,Female,No,0,Not Graduate,Private,2010,0,225000.0,360,0.0,Rural,635,Melaka,Yes,No,Condominium,90,Islamic,4.71,98.98,274.37,9,N
LPtest2885,Male,Yes,1,Graduate,Private,4549,0,328954.0,360,0.0,Rural,637,Pahang,Yes,No,Apartment,90,Islamic,4.19,68.17,1920.57,6,N
LPtest2886,Male,Yes,1,Graduate,Private,3295,2755,381906.0,360,0.6921212121212121,Rural,777,Selangor,Yes,No,Apartment,90,Islamic,4.69,57.27,3020.56,2,Y
LPtest2887,Male,No,0,Not Graduate,Private,2000,0,200000.0,360,1.0,Urban,850,Kuala Lumpur,Yes,No,Semi-D,80,Islamic,4.56,93.01,383.48,1,N
LPtest2888,Female,No,0,Graduate,Private,3524,0,200000.0,360,1.0,Rural,699,Kedah,Yes,No,Condominium,80,Conventional,4.36,65.92,1468.48,1,Y
LPtest2889,Female,Yes,3+,Not Graduate,Private,5061,5936,866088.0,360,0.0,Rural,584,Pahang,Yes,No,Semi-D,90,Conventional,4.58,98.85,1171.33,11,N
LPtest2890,Female,No,0,Graduate,Private,2897,0,225000.0,360,0.0,Rural,509,Johor,Yes,No,Semi-D,90,Islamic,4.3,94.39,471.15,2,N
LPtest2891,Male,Yes,0,Graduate,Private,5827,0,391417.0,360,1.0,Rural,729,Selangor,Yes,No,Semi-D,90,Islamic,4.59,86.89,1233.84,10,N
LPtest2892,Male,No,2,Graduate,Private,6621,0,527477.0,360,0.0,Rural,647,Selangor,Yes,No,Townhouse,90,Islamic,4.59,76.03,2220.19,14,N
LPtest2893,Female,No,0,Graduate,Private,3460,0,265105.0,360,1.0,Rural,729,Selangor,No,No,Apartment,90,Conventional,4.23,69.14,1442.34,13,Y
LPtest2894,Female,No,0,Graduate,Private,4332,0,247671.0,360,0.0,Rural,652,Perak,No,No,Semi-D,90,Islamic,4.66,63.83,1853.89,1,N
LPtest2895,Female,Yes,0,Graduate,Private,5933,2292,438059.0,360,1.0,Rural,736,Kuala Lumpur,Yes,No,Townhouse,90,Islamic,4.12,54.78,4366.42,9,Y
LPtest2896,Male,No,0,Graduate,Private,2754,0,225000.0,360,0.0,Rural,639,Selangor,Yes,No,Bungalow,90,Islamic,4.22,81.44,830.26,2,N
LPtest2897,Female,No,0,Graduate,Private,2706,0,212500.0,360,1.0,Rural,668,Selangor,No,No,Condominium,85,Islamic,4.78,85.9,612.4,3,N
LPtest2898,Female,Yes,1,Graduate,Private,3476,1520,212500.0,360,1.0,Urban,668,Penang,Yes,No,Condominium,85,Conventional,4.46,53.91,2574.15,2,Y
LPtest2899,Male,Yes,2,Graduate,Private,6617,3177,475232.0,360,0.0,Rural,843,Perak,No,No,Townhouse,90,Islamic,4.59,53.41,5133.21,14,N
LPtest2900,Male,No,0,Graduate,Private,5186,0,343233.0,360,0.0,Semiurban,646,Kedah,Yes,No,Bungalow,90,Conventional,4.43,69.21,2041.62,14,N
LPtest2901,Male,No,0,Graduate,Private,2982,0,225000.0,360,1.0,Urban,843,Pahang,Yes,No,Townhouse,90,Islamic,4.62,62.97,1370.31,5,N
LPtest2902,Female,No,1,Graduate,Private,7554,0,640476.0,360,0.0,Rural,625,Melaka,Yes,No,Terrace,90,Islamic,4.55,86.67,1790.9,13,N
LPtest2903,Female,Yes,0,Graduate,Private,9754,0,553874.0,360,1.0,Semiurban,716,Perak,Yes,No,Terrace,80,Conventional,4.74,78.13,2748.5,15,N
LPtest2904,Female,No,0,Graduate,Private,4320,0,367337.0,360,1.0,Rural,672,Selangor,No,No,Apartment,90,Conventional,4.54,81.43,1254.26,5,N
LPtest2905,Male,No,1,Graduate,Private,3913,0,225000.0,360,1.0,Rural,727,Melaka,Yes,No,Bungalow,90,Conventional,4.56,57.02,1955.92,8,Y
LPtest2906,Male,Yes,0,Graduate,Private,2887,3069,358833.0,360,0.0,Semiurban,598,Kuala Lumpur,Yes,No,Condominium,90,Islamic,4.79,61.28,2693.66,3,N
LPtest2907,Male,Yes,3+,Not Graduate,Private,4359,0,225000.0,360,1.0,Urban,691,Selangor,Yes,No,Apartment,90,Islamic,4.3,61.7,1978.33,5,N
LPtest2908,Female,No,0,Graduate,Private,6016,0,430716.0,360,1.0,Urban,766,Johor,Yes,No,Townhouse,80,Conventional,4.12,68.46,2533.36,10,Y
LPtest2909,Female,Yes,2,Graduate,Private,4800,4189,329034.0,360,0.0,Semiurban,483,Penang,Yes,No,Townhouse,90,Conventional,4.11,56.57,4391.73,11,N
LPtest2910,Female,Yes,2,Graduate,Private,3706,1909,225000.0,360,0.0,Semiurban,599,Kuala Lumpur,No,No,Terrace,90,Islamic,4.7,60.3,2484.33,7,N
LPtest2911,Male,Yes,3+,Not Graduate,Private,3703,2877,473364.0,360,1.0,Urban,756,Penang,Yes,No,Condominium,90,Islamic,4.77,62.86,2960.95,13,Y
LPtest2912,Female,Yes,3+,Graduate,Private,4944,2802,662912.0,360,1.0,Semiurban,729,Negeri Sembilan,Yes,No,Terrace,90,Conventional,4.54,94.03,1278.05,7,N
LPtest2913,Male,Yes,3+,Graduate,Private,5397,4788,765479.0,360,1.0,Urban,762,Melaka,Yes,No,Semi-D,90,Conventional,4.45,75.56,3472.01,9,N
LPtest2914,Female,Yes,0,Graduate,Private,4036,2100,438666.0,360,0.0,Urban,647,Perak,Yes,No,Bungalow,90,Islamic,4.66,81.32,1654.4,5,N
LPtest2915,Female,No,0,Graduate,Private,4154,0,251045.0,360,1.0,Urban,674,Kedah,Yes,No,Semi-D,90,Conventional,4.55,71.98,1471.07,8,N
LPtest2916,Female,Yes,1,Graduate,Private,6610,0,429177.0,360,1.0,Rural,757,Kuala Lumpur,Yes,No,Semi-D,90,Conventional,4.31,55.66,3517.14,12,Y
LPtest2917,Female,No,0,Graduate,Private,5120,0,225000.0,360,1.0,Semiurban,701,Johor,Yes,No,Bungalow,90,Conventional,4.44,60.99,2287.31,9,Y
LPtest2918,Female,Yes,2,Graduate,Private,3862,0,258616.0,360,1.0,Rural,658,Kuala Lumpur,No,No,Condominium,90,Conventional,4.68,89.43,704.5,4,N
LPtest2919,Female,No,0,Graduate,Private,3712,0,282060.0,360,0.0,Rural,559,Selangor,Yes,No,Townhouse,90,Conventional,4.52,89.6,736.21,8,N
LPtest2920,Female,Yes,0,Graduate,Private,2272,0,225000.0,360,1.0,Semiurban,737,Penang,Yes,No,Bungalow,90,Islamic,4.77,100.23,240.57,1,N
LPtest2921,Female,Yes,2,Graduate,Private,3482,2271,271841.0,360,1.0,Urban,737,Selangor,Yes,No,Semi-D,85,Islamic,4.45,58.53,2734.79,6,Y
LPtest2922,Female,Yes,2,Graduate,Private,3974,0,225000.0,360,0.0,Urban,613,Selangor,No,No,Semi-D,90,Islamic,4.29,55.89,2062.85,3,N
LPtest2923,Male,Yes,1,Graduate,Private,7013,0,398172.0,360,1.0,Semiurban,790,Pahang,Yes,No,Semi-D,90,Conventional,4.22,46.56,4312.86,9,Y
LPtest2924,Male,Yes,0,Graduate,Private,4346,2326,359192.0,360,1.0,Urban,795,Melaka,Yes,No,Semi-D,90,Conventional,4.74,46.3,3981.78,12,Y
LPtest2925,Male,Yes,3+,Graduate,Private,5262,0,225000.0,360,0.0,Rural,522,Kuala Lumpur,No,No,Terrace,90,Conventional,4.72,52.15,2770.59,10,N
LPtest2926,Male,Yes,3+,Not Graduate,Private,2000,0,225000.0,360,1.0,Semiurban,680,Kuala Lumpur,Yes,No,Condominium,90,Islamic,4.43,114.89,-6.31,2,N
LPtest2927,Female,Yes,0,Graduate,Private,2398,1500,316176.0,360,1.0,Urban,702,Selangor,Yes,No,Apartment,90,Conventional,4.65,72.63,1435.16,3,N
LPtest2928,Male,No,0,Graduate,Private,6202,0,334071.0,360,1.0,Rural,676,Negeri Sembilan,Yes,No,Condominium,90,Islamic,4.64,83.58,1409.29,5,N
LPtest2929,Male,Yes,0,Graduate,Private,5104,0,422863.0,360,1.0,Rural,814,Selangor,Yes,No,Terrace,90,Conventional,4.25,66.82,2286.22,4,Y
LPtest2930,Female,Yes,2,Graduate,Private,5689,0,393611.0,360,1.0,Rural,722,Perak,Yes,No,Bungalow,90,Conventional,4.28,64.77,2548.83,4,Y
LPtest2931,Female,No,0,Graduate,Private,3051,0,225000.0,360,1.0,Rural,736,Perak,Yes,No,Townhouse,90,Islamic,4.19,93.25,529.09,10,N
LPtest2932,Female,No,0,Graduate,Private,4245,0,334056.0,360,1.0,Rural,693,Perak,Yes,No,Semi-D,90,Islamic,4.55,99.37,435.65,2,N
LPtest2933,Female,No,0,Not Graduate,Private,4134,0,223147.0,360,1.0,Semiurban,768,Selangor,Yes,No,Condominium,85,Conventional,4.33,48.23,2442.4,3,Y
LPtest2934,Female,No,0,Graduate,Private,7589,0,440175.0,360,1.0,Semiurban,786,Kuala Lumpur,Yes,No,Townhouse,85,Islamic,4.35,48.39,4507.69,13,N
LPtest2935,Male,Yes,2,Graduate,Private,5415,1500,528085.0,360,1.0,Urban,660,Selangor,Yes,No,Terrace,90,Conventional,4.18,78.7,2234.55,8,N
LPtest2936,Female,Yes,3+,Graduate,Private,4869,2621,342481.0,360,1.0,Semiurban,682,Kuala Lumpur,Yes,No,Semi-D,90,Conventional,4.49,58.81,3516.44,3,Y
LPtest2937,Male,Yes,3+,Graduate,Private,4897,0,396163.0,360,1.0,Rural,842,Johor,No,No,Townhouse,90,Conventional,4.7,65.84,2121.95,14,Y
LPtest2938,Male,Yes,0,Graduate,Private,10598,5545,1264241.0,360,1.0,Semiurban,711,Kuala Lumpur,Yes,No,Terrace,90,Islamic,4.68,86.79,3581.78,13,N
LPtest2939,Female,No,0,Graduate,Private,3016,0,225000.0,360,1.0,Urban,749,Kedah,No,No,Terrace,90,Islamic,4.8,67.56,1220.07,4,N
LPtest2940,Male,Yes,3+,Not Graduate,Private,3728,0,212500.0,360,1.0,Rural,764,Penang,Yes,No,Townhouse,85,Conventional,4.3,62.51,1689.21,8,Y
LPtest2941,Female,No,1,Graduate,Private,5413,0,431436.0,360,1.0,Rural,850,Negeri Sembilan,Yes,No,Condominium,90,Conventional,4.61,75.6,1833.69,8,N
LPtest2942,Male,No,0,Graduate,Private,5142,0,396790.0,360,0.0,Rural,563,Johor,Yes,No,Apartment,90,Islamic,4.17,96.07,776.44,15,N
LPtest2943,Male,No,0,Graduate,Private,3288,0,225000.0,360,0.0,Rural,574,Kuala Lumpur,No,No,Bungalow,90,Conventional,4.29,72.32,1220.24,4,N
LPtest2944,Male,Yes,2,Graduate,Private,3898,0,225000.0,360,0.0,Urban,619,Penang,Yes,No,Condominium,90,Conventional,4.34,60.86,1828.91,12,N
LPtest2945,Female,No,0,Graduate,Private,4625,0,314088.0,360,0.0,Semiurban,623,Pahang,Yes,No,Semi-D,80,Islamic,4.65,75.59,1494.81,12,N
LPtest2946,Male,Yes,3+,Graduate,Private,5373,0,424836.0,360,1.0,Rural,659,Kuala Lumpur,Yes,No,Terrace,85,Islamic,4.33,74.45,1948.44,7,Y
LPtest2947,Male,Yes,2,Not Graduate,Private,2321,2039,314739.0,360,0.0,Urban,638,Kuala Lumpur,No,No,Bungalow,90,Islamic,4.6,81.75,1171.67,3,N
LPtest2948,Female,No,0,Not Graduate,Private,3648,0,225000.0,360,1.0,Semiurban,729,Perak,No,No,Apartment,90,Conventional,4.39,85.2,836.5,13,N
LPtest2949,Female,No,0,Graduate,Private,3406,0,200000.0,360,0.0,Urban,509,Negeri Sembilan,No,No,Townhouse,80,Islamic,4.5,74.32,1125.58,12,N
LPtest2950,Female,Yes,3+,Not Graduate,Private,3050,0,239072.0,360,1.0,Urban,739,Negeri Sembilan,No,No,Condominium,90,Islamic,4.24,84.47,810.14,5,N
LPtest2951,Male,No,0,Graduate,Private,10773,0,765872.0,360,0.6921212121212121,Rural,712,Perak,No,No,Condominium,85,Conventional,4.23,80.33,3201.08,11,N
LPtest2952,Female,Yes,0,Graduate,Private,5498,3633,753472.0,360,1.0,Rural,723,Selangor,No,No,Semi-D,90,Conventional,4.61,81.96,2542.11,6,N
LPtest2953,Male,No,0,Graduate,Private,6101,0,390033.0,360,0.0,Semiurban,530,Selangor,Yes,No,Townhouse,80,Islamic,4.6,90.29,1057.92,4,N
LPtest2954,Female,Yes,2,Not Graduate,Private,2943,0,225000.0,360,1.0,Rural,850,Johor,Yes,No,Semi-D,90,Conventional,4.28,78.14,954.55,4,N
LPtest2955,Male,No,0,Not Graduate,Private,3645,0,253780.0,360,1.0,Urban,832,Melaka,No,No,Apartment,90,Islamic,4.38,64.8,1619.44,9,Y
LPtest2956,Male,No,0,Graduate,Private,2566,0,225000.0,360,1.0,Semiurban,697,Kuala Lumpur,No,No,Semi-D,90,Islamic,4.17,92.35,522.13,2,N
LPtest2957,Male,No,0,Graduate,Private,6161,0,236672.0,360,0.6921212121212121,Urban,522,Kuala Lumpur,Yes,No,Bungalow,80,Islamic,4.78,47.61,3484.8,12,N
LPtest2958,Female,Yes,1,Graduate,Private,2606,1500,283187.0,360,1.0,Semiurban,765,Selangor,No,No,Apartment,85,Conventional,4.68,61.24,1915.93,4,Y
LPtest2959,Male,Yes,2,Graduate,Private,6365,4867,547437.0,360,1.0,Rural,765,Kuala Lumpur,Yes,No,Terrace,90,Conventional,4.58,53.24,5912.14,8,Y
LPtest2960,Male,No,0,Graduate,Private,3522,0,223604.0,360,1.0,Urban,796,Melaka,Yes,No,Semi-D,85,Conventional,4.49,67.84,1414.53,4,N
LPtest2961,Female,Yes,0,Not Graduate,Private,4261,3032,379494.0,360,1.0,Rural,678,Kuala Lumpur,No,No,Terrace,90,Conventional,4.18,82.12,1850.93,15,Y
LPtest2962,Male,No,1,Graduate,Private,6753,0,527080.0,360,0.6921212121212121,Urban,666,Penang,No,No,Condominium,90,Conventional,4.3,82.53,1902.62,10,N
LPtest2963,Male,No,0,Graduate,Private,6165,0,272342.0,360,0.0,Urban,609,Melaka,No,No,Apartment,90,Conventional,4.33,63.13,2641.59,7,N
LPtest2964,Female,Yes,1,Not Graduate,Private,2948,2468,379992.0,360,1.0,Rural,692,Johor,No,No,Semi-D,90,Conventional,4.53,67.59,2225.06,14,Y
LPtest2965,Male,Yes,2,Graduate,Private,5061,0,353181.0,360,1.0,Semiurban,771,Selangor,Yes,No,Semi-D,90,Islamic,4.38,64.16,2281.76,11,Y
LPtest2966,Female,No,0,Graduate,Private,3083,0,234204.0,360,1.0,Semiurban,683,Penang,Yes,No,Condominium,90,Islamic,4.5,86.48,710.6,4,N
LPtest2967,Female,Yes,2,Graduate,Private,6542,0,416992.0,360,1.0,Semiurban,823,Penang,No,No,Condominium,90,Islamic,4.64,56.27,3348.66,6,Y
LPtest2968,Female,No,2,Graduate,Private,10738,0,684105.0,360,1.0,Urban,677,Kuala Lumpur,No,No,Semi-D,90,Islamic,4.37,69.61,4174.02,14,Y
LPtest2969,Female,Yes,1,Graduate,Private,8824,4502,576445.0,360,0.0,Urban,627,Selangor,Yes,No,Townhouse,90,Conventional,4.42,58.75,6246.77,12,N
LPtest2970,Female,No,0,Graduate,Private,2865,0,225000.0,360,1.0,Urban,833,Selangor,No,No,Condominium,90,Conventional,4.64,78.96,866.03,11,N
LPtest2971,Female,Yes,1,Graduate,Private,2160,1500,225000.0,360,0.0,Urban,627,Selangor,Yes,No,Apartment,90,Islamic,4.49,63.03,1636.5,1,N
LPtest2972,Male,Yes,0,Graduate,Private,5297,3309,420040.0,360,0.0,Urban,595,Perak,Yes,No,Semi-D,90,Islamic,4.57,76.23,2555.22,6,N
LPtest2973,Male,No,0,Graduate,Private,6964,0,405537.0,360,0.0,Semiurban,585,Johor,No,No,Bungalow,80,Islamic,4.34,77.87,2087.64,12,N
LPtest2974,Male,Yes,2,Not Graduate,Private,2022,1500,225000.0,360,0.0,Rural,586,Selangor,No,No,Condominium,90,Islamic,4.61,72.81,1224.97,4,N
LPtest2975,Male,No,0,Graduate,Private,2954,0,212500.0,360,0.0,Urban,542,Selangor,Yes,No,Apartment,85,Islamic,4.28,91.2,554.0,1,N
LPtest2976,Female,Yes,1,Not Graduate,Private,2340,1636,225000.0,360,1.0,Urban,656,Perak,Yes,No,Bungalow,90,Islamic,4.56,83.83,917.11,11,Y
LPtest2977,Male,Yes,0,Graduate,Private,9452,10083,650731.0,360,0.0,Rural,630,Kuala Lumpur,Yes,No,Townhouse,90,Islamic,4.23,46.0,11467.65,9,N
LPtest2978,Male,Yes,0,Graduate,Private,8273,7030,1254751.0,360,1.0,Urban,652,Kedah,No,No,Townhouse,90,Conventional,4.72,101.74,1141.53,15,N
LPtest2979,Female,No,0,Graduate,Private,2745,0,200000.0,360,1.0,Semiurban,699,Johor,No,No,Bungalow,80,Islamic,4.52,86.5,618.95,6,N
LPtest2980,Female,Yes,2,Graduate,Private,2658,0,225000.0,360,1.0,Rural,665,Selangor,No,No,Terrace,90,Islamic,4.14,75.61,977.9,1,N
LPtest2981,Male,No,0,Graduate,Private,3882,0,254847.0,360,0.0,Semiurban,639,Selangor,Yes,No,Townhouse,90,Conventional,4.26,90.02,743.15,3,N
LPtest2982,Male,Yes,0,Graduate,Private,3680,0,250835.0,360,1.0,Semiurban,708,Penang,Yes,No,Apartment,80,Islamic,4.31,83.18,961.71,9,N
LPtest2983,Male,No,0,Graduate,Private,6848,0,231939.0,360,0.0,Urban,605,Melaka,Yes,No,Townhouse,90,Conventional,4.75,70.87,2251.08,12,N
LPtest2984,Female,No,0,Graduate,Private,5284,0,225000.0,360,0.0,Urban,558,Pahang,No,No,Condominium,90,Islamic,4.36,70.87,1839.96,5,N
LPtest2985,Male,Yes,1,Graduate,Private,4119,2670,254121.0,360,0.0,Urban,649,Penang,No,No,Condominium,85,Islamic,4.62,62.47,2848.17,8,N
LPtest2986,Male,No,0,Graduate,Private,2363,0,212500.0,360,1.0,Semiurban,849,Selangor,Yes,No,Bungalow,85,Conventional,4.14,69.84,1023.99,1,N
LPtest2987,Female,Yes,1,Graduate,Private,2866,3405,461433.0,360,1.0,Semiurban,734,Kedah,No,No,Terrace,90,Conventional,4.75,86.17,1377.06,4,N
LPtest2988,Female,No,0,Graduate,Private,5345,0,225000.0,360,1.0,Urban,738,Kuala Lumpur,Yes,No,Semi-D,90,Islamic,4.3,51.42,2905.37,9,Y
LPtest2989,Female,No,0,Not Graduate,Private,6515,0,546848.0,360,0.0,Rural,620,Penang,Yes,No,Terrace,90,Conventional,4.61,98.4,753.83,7,N
LPtest2990,Female,No,0,Not Graduate,Private,2822,0,212500.0,360,0.0,Urban,639,Melaka,Yes,No,Semi-D,85,Conventional,4.73,96.97,322.77,13,N
LPtest2991,Female,No,0,Graduate,Private,5553,0,276849.0,360,0.0,Rural,561,Melaka,No,No,Bungalow,90,Conventional,4.61,61.16,2485.81,10,N
LPtest2992,Female,No,0,Graduate,Private,4328,0,225000.0,360,1.0,Urban,835,Negeri Sembilan,Yes,No,Bungalow,90,Conventional,4.8,49.49,2427.86,6,N
LPtest2993,Female,Yes,0,Not Graduate,Private,3505,2248,292648.0,360,1.0,Rural,650,Kedah,No,No,Semi-D,85,Islamic,4.58,70.99,2021.66,9,Y
LPtest2994,Female,Yes,1,Graduate,Private,8380,0,560770.0,360,0.0,Rural,633,Kedah,No,No,Terrace,90,Islamic,4.53,67.71,3398.84,13,N
LPtest2995,Female,No,2,Graduate,Private,8004,0,647471.0,360,1.0,Urban,850,Johor,Yes,No,Bungalow,90,Islamic,4.33,75.51,2837.16,7,N
LPtest2996,Male,Yes,3+,Graduate,Private,5940,0,384363.0,360,1.0,Rural,699,Kuala Lumpur,Yes,No,Semi-D,90,Islamic,4.48,67.61,2410.59,10,Y
LPtest2997,Female,No,1,Graduate,Private,5858,0,394700.0,360,1.0,Rural,787,Selangor,Yes,No,Apartment,90,Islamic,4.2,63.59,2697.52,6,Y
LPtest2998,Male,Yes,2,Graduate,Private,3140,1867,225000.0,360,0.0,Urban,594,Johor,Yes,No,Terrace,90,Conventional,4.53,55.57,2502.82,5,Y
LPtest2999,Male,No,0,Graduate,Private,7235,0,482544.0,360,1.0,Semiurban,753,Negeri Sembilan,Yes,No,Bungalow,90,Conventional,4.56,70.15,2747.18,13,Y
LPtest3000,Male,No,0,Not Graduate,Private,2000,0,225000.0,360,1.0,Rural,663,Kedah,Yes,No,Condominium,90,Conventional,4.6,95.99,348.8,5,N
LPtest3001,Female,No,0,Graduate,Private,4472,0,225000.0,360,0.0,Semiurban,628,Penang,Yes,No,Bungalow,90,Conventional,4.59,61.13,2008.48,14,N
LPtest3002,Female,No,1,Not Graduate,Private,4836,0,416604.0,360,0.0,Rural,641,Kuala Lumpur,No,No,Condominium,90,Conventional,4.12,100.18,606.71,14,N
LPtest3003,Male,Yes,2,Not Graduate,Private,2512,1500,313669.0,360,1.0,Semiurban,714,Selangor,Yes,No,Terrace,90,Conventional,4.64,80.22,1160.75,5,N
LPtest3004,Male,Yes,2,Graduate,Private,6611,3663,645423.0,360,1.0,Semiurban,684,Penang,Yes,No,Terrace,90,Islamic,4.28,60.57,4944.54,14,Y
LPtest3005,Male,Yes,3+,Graduate,Private,4538,2437,541731.0,360,0.0,Urban,581,Selangor,Yes,No,Bungalow,85,Islamic,4.28,98.87,828.27,6,N
LPtest3006,Female,No,0,Not Graduate,Private,5758,0,391913.0,360,0.0,Rural,649,Penang,No,No,Townhouse,90,Conventional,4.43,80.03,1657.31,9,N
LPtest3007,Female,Yes,0,Graduate,Private,5051,4556,754857.0,360,1.0,Rural,850,Negeri Sembilan,Yes,No,Condominium,90,Islamic,4.18,64.27,4520.88,9,Y
